,Date_YMD,Date_Hour,Presence or absence of a person,Accumulation of accidents
12869,2022-06-21,5:00,0,0
12870,2022-06-21,6:00,0,0
12871,2022-06-21,7:00,0,0
12872,2022-06-21,8:00,0,0
12873,2022-06-21,9:00,0,0
12874,2022-06-21,10:00,0,0
12875,2022-06-21,11:00,1,1
12876,2022-06-21,12:00,0,1
12877,2022-06-21,13:00,1,2
12878,2022-06-21,14:00,0,2
12879,2022-06-21,15:00,0,2
12880,2022-06-21,16:00,0,2
12881,2022-06-21,17:00,0,2
12882,2022-06-21,18:00,0,2
12883,2022-06-21,19:00,0,2
12884,2022-06-21,20:00,0,2
12885,2022-06-21,21:00,0,2
12886,2022-06-21,22:00,0,2
12887,2022-06-21,23:00,0,2
12888,2022-06-22,0:00,1,1
12889,2022-06-22,1:00,0,1
12890,2022-06-22,2:00,0,1
12891,2022-06-22,3:00,0,1
12892,2022-06-22,4:00,0,1
12893,2022-06-22,5:00,0,1
12894,2022-06-22,6:00,0,1
12895,2022-06-22,7:00,1,2
12896,2022-06-22,8:00,1,3
12897,2022-06-22,9:00,0,3
12898,2022-06-22,10:00,0,3
12899,2022-06-22,11:00,0,3
12900,2022-06-22,12:00,0,3
12901,2022-06-22,13:00,0,3
12902,2022-06-22,14:00,0,3
12903,2022-06-22,15:00,1,4
12904,2022-06-22,16:00,0,4
12905,2022-06-22,17:00,0,4
12906,2022-06-22,18:00,0,4
12907,2022-06-22,19:00,0,4
12908,2022-06-22,20:00,0,4
12909,2022-06-22,21:00,0,4
12910,2022-06-22,22:00,0,4
12911,2022-06-22,23:00,0,4
12912,2022-06-23,0:00,1,1
12913,2022-06-23,1:00,0,1
12914,2022-06-23,2:00,1,2
12915,2022-06-23,3:00,0,2
12916,2022-06-23,4:00,0,2
12917,2022-06-23,5:00,0,2
12918,2022-06-23,6:00,0,2
12919,2022-06-23,7:00,0,2
12920,2022-06-23,8:00,0,2
12921,2022-06-23,9:00,0,2
12922,2022-06-23,10:00,0,2
12923,2022-06-23,11:00,1,3
12924,2022-06-23,12:00,0,3
12925,2022-06-23,13:00,1,4
12926,2022-06-23,14:00,0,4
12927,2022-06-23,15:00,1,5
12928,2022-06-23,16:00,0,5
12929,2022-06-23,17:00,0,5
12930,2022-06-23,18:00,1,6
12931,2022-06-23,19:00,1,7
12932,2022-06-23,20:00,1,8
12933,2022-06-23,21:00,0,8
12934,2022-06-23,22:00,1,9
12935,2022-06-23,23:00,0,9
12936,2022-06-24,0:00,0,0
12937,2022-06-24,1:00,1,1
12938,2022-06-24,2:00,0,1
12939,2022-06-24,3:00,1,2
12940,2022-06-24,4:00,0,2
12941,2022-06-24,5:00,0,2
12942,2022-06-24,6:00,0,2
12943,2022-06-24,7:00,1,3
12944,2022-06-24,8:00,1,4
12945,2022-06-24,9:00,0,4
12946,2022-06-24,10:00,0,4
12947,2022-06-24,11:00,0,4
12948,2022-06-24,12:00,0,4
12949,2022-06-24,13:00,0,4
12950,2022-06-24,14:00,0,4
12951,2022-06-24,15:00,0,4
12952,2022-06-24,16:00,1,5
12953,2022-06-24,17:00,0,5
12954,2022-06-24,18:00,0,5
12955,2022-06-24,19:00,0,5
12956,2022-06-24,20:00,0,5
12957,2022-06-24,21:00,1,6
12958,2022-06-24,22:00,0,6
12959,2022-06-24,23:00,0,6
12960,2022-06-25,0:00,1,1
12961,2022-06-25,1:00,0,1
12962,2022-06-25,2:00,0,1
12963,2022-06-25,3:00,0,1
12964,2022-06-25,4:00,0,1
12965,2022-06-25,5:00,0,1
12966,2022-06-25,6:00,1,2
12967,2022-06-25,7:00,0,2
12968,2022-06-25,8:00,1,3
12969,2022-06-25,9:00,1,4
12970,2022-06-25,10:00,0,4
12971,2022-06-25,11:00,0,4
12972,2022-06-25,12:00,0,4
12973,2022-06-25,13:00,0,4
12974,2022-06-25,14:00,1,5
12975,2022-06-25,15:00,0,5
12976,2022-06-25,16:00,0,5
12977,2022-06-25,17:00,0,5
12978,2022-06-25,18:00,0,5
12979,2022-06-25,19:00,0,5
12980,2022-06-25,20:00,1,6
12981,2022-06-25,21:00,0,6
12982,2022-06-25,22:00,1,7
12983,2022-06-25,23:00,0,7
12984,2022-06-26,0:00,0,0
12985,2022-06-26,1:00,1,1
12986,2022-06-26,2:00,0,1
12987,2022-06-26,3:00,0,1
12988,2022-06-26,4:00,0,1
12989,2022-06-26,5:00,0,1
12990,2022-06-26,6:00,0,1
12991,2022-06-26,7:00,0,1
12992,2022-06-26,8:00,0,1
12993,2022-06-26,9:00,0,1
12994,2022-06-26,10:00,0,1
12995,2022-06-26,11:00,0,1
12996,2022-06-26,12:00,0,1
12997,2022-06-26,13:00,0,1
12998,2022-06-26,14:00,0,1
12999,2022-06-26,15:00,1,2
13000,2022-06-26,16:00,0,2
13001,2022-06-26,17:00,1,3
13002,2022-06-26,18:00,0,3
13003,2022-06-26,19:00,1,4
13004,2022-06-26,20:00,0,4
13005,2022-06-26,21:00,0,4
13006,2022-06-26,22:00,1,5
13007,2022-06-26,23:00,0,5
13008,2022-06-27,0:00,0,0
13009,2022-06-27,1:00,1,1
13010,2022-06-27,2:00,0,1
13011,2022-06-27,3:00,0,1
13012,2022-06-27,4:00,1,2
13013,2022-06-27,5:00,1,3
13014,2022-06-27,6:00,1,4
13015,2022-06-27,7:00,0,4
13016,2022-06-27,8:00,0,4
13017,2022-06-27,9:00,0,4
13018,2022-06-27,10:00,1,5
13019,2022-06-27,11:00,0,5
13020,2022-06-27,12:00,1,6
13021,2022-06-27,13:00,0,6
13022,2022-06-27,14:00,1,7
13023,2022-06-27,15:00,0,7
13024,2022-06-27,16:00,0,7
13025,2022-06-27,17:00,0,7
13026,2022-06-27,18:00,0,7
13027,2022-06-27,19:00,0,7
13028,2022-06-27,20:00,0,7
13029,2022-06-27,21:00,1,8
13030,2022-06-27,22:00,1,9
13031,2022-06-27,23:00,1,10
13032,2022-06-28,0:00,0,0
13033,2022-06-28,1:00,0,0
13034,2022-06-28,2:00,0,0
13035,2022-06-28,3:00,1,1
13036,2022-06-28,4:00,0,1
13037,2022-06-28,5:00,0,1
13038,2022-06-28,6:00,0,1
13039,2022-06-28,7:00,0,1
13040,2022-06-28,8:00,0,1
13041,2022-06-28,9:00,0,1
13042,2022-06-28,10:00,1,2
13043,2022-06-28,11:00,0,2
13044,2022-06-28,12:00,0,2
13045,2022-06-28,13:00,0,2
13046,2022-06-28,14:00,0,2
13047,2022-06-28,15:00,0,2
13048,2022-06-28,16:00,0,2
13049,2022-06-28,17:00,1,3
13050,2022-06-28,18:00,0,3
13051,2022-06-28,19:00,0,3
13052,2022-06-28,20:00,0,3
13053,2022-06-28,21:00,0,3
13054,2022-06-28,22:00,1,4
13055,2022-06-28,23:00,0,4
13056,2022-06-29,0:00,0,0
13057,2022-06-29,1:00,0,0
13058,2022-06-29,2:00,0,0
13059,2022-06-29,3:00,1,1
13060,2022-06-29,4:00,0,1
13061,2022-06-29,5:00,0,1
13062,2022-06-29,6:00,0,1
13063,2022-06-29,7:00,0,1
13064,2022-06-29,8:00,0,1
13065,2022-06-29,9:00,0,1
13066,2022-06-29,10:00,1,2
13067,2022-06-29,11:00,0,2
13068,2022-06-29,12:00,1,3
13069,2022-06-29,13:00,0,3
13070,2022-06-29,14:00,0,3
13071,2022-06-29,15:00,0,3
13072,2022-06-29,16:00,0,3
13073,2022-06-29,17:00,0,3
13074,2022-06-29,18:00,0,3
13075,2022-06-29,19:00,1,4
13076,2022-06-29,20:00,0,4
13077,2022-06-29,21:00,0,4
13078,2022-06-29,22:00,0,4
13079,2022-06-29,23:00,0,4
13080,2022-06-30,0:00,0,0
13081,2022-06-30,1:00,0,0
13082,2022-06-30,2:00,1,1
13083,2022-06-30,3:00,0,1
13084,2022-06-30,4:00,0,1
13085,2022-06-30,5:00,0,1
13086,2022-06-30,6:00,0,1
13087,2022-06-30,7:00,0,1
13088,2022-06-30,8:00,1,2
13089,2022-06-30,9:00,0,2
13090,2022-06-30,10:00,0,2
13091,2022-06-30,11:00,0,2
13092,2022-06-30,12:00,0,2
13093,2022-06-30,13:00,0,2
13094,2022-06-30,14:00,0,2
13095,2022-06-30,15:00,0,2
13096,2022-06-30,16:00,0,2
13097,2022-06-30,17:00,1,3
13098,2022-06-30,18:00,1,4
13099,2022-06-30,19:00,0,4
13100,2022-06-30,20:00,0,4
13101,2022-06-30,21:00,0,4
13102,2022-06-30,22:00,0,4
13103,2022-06-30,23:00,1,5
13104,2022-07-01,0:00,1,1
13105,2022-07-01,1:00,0,1
13106,2022-07-01,2:00,1,2
13107,2022-07-01,3:00,0,2
13108,2022-07-01,4:00,0,2
13109,2022-07-01,5:00,1,3
13110,2022-07-01,6:00,0,3
13111,2022-07-01,7:00,1,4
13112,2022-07-01,8:00,0,4
13113,2022-07-01,9:00,0,4
13114,2022-07-01,10:00,1,5
13115,2022-07-01,11:00,1,6
13116,2022-07-01,12:00,0,6
13117,2022-07-01,13:00,0,6
13118,2022-07-01,14:00,1,7
13119,2022-07-01,15:00,0,7
13120,2022-07-01,16:00,1,8
13121,2022-07-01,17:00,0,8
13122,2022-07-01,18:00,0,8
13123,2022-07-01,19:00,1,9
13124,2022-07-01,20:00,0,9
13125,2022-07-01,21:00,0,9
13126,2022-07-01,22:00,1,10
13127,2022-07-01,23:00,0,10
13128,2022-07-02,0:00,1,1
13129,2022-07-02,1:00,0,1
13130,2022-07-02,2:00,0,1
13131,2022-07-02,3:00,0,1
13132,2022-07-02,4:00,0,1
13133,2022-07-02,5:00,0,1
13134,2022-07-02,6:00,0,1
13135,2022-07-02,7:00,0,1
13136,2022-07-02,8:00,0,1
13137,2022-07-02,9:00,0,1
13138,2022-07-02,10:00,0,1
13139,2022-07-02,11:00,0,1
13140,2022-07-02,12:00,0,1
13141,2022-07-02,13:00,0,1
13142,2022-07-02,14:00,0,1
13143,2022-07-02,15:00,1,2
13144,2022-07-02,16:00,0,2
13145,2022-07-02,17:00,1,3
13146,2022-07-02,18:00,1,4
13147,2022-07-02,19:00,0,4
13148,2022-07-02,20:00,0,4
13149,2022-07-02,21:00,1,5
13150,2022-07-02,22:00,0,5
13151,2022-07-02,23:00,0,5
13152,2022-07-03,0:00,1,1
13153,2022-07-03,1:00,0,1
13154,2022-07-03,2:00,0,1
13155,2022-07-03,3:00,1,2
13156,2022-07-03,4:00,0,2
13157,2022-07-03,5:00,1,3
13158,2022-07-03,6:00,0,3
13159,2022-07-03,7:00,0,3
13160,2022-07-03,8:00,0,3
13161,2022-07-03,9:00,0,3
13162,2022-07-03,10:00,0,3
13163,2022-07-03,11:00,0,3
13164,2022-07-03,12:00,0,3
13165,2022-07-03,13:00,0,3
13166,2022-07-03,14:00,1,4
13167,2022-07-03,15:00,0,4
13168,2022-07-03,16:00,0,4
13169,2022-07-03,17:00,1,5
13170,2022-07-03,18:00,0,5
13171,2022-07-03,19:00,0,5
13172,2022-07-03,20:00,0,5
13173,2022-07-03,21:00,0,5
13174,2022-07-03,22:00,0,5
13175,2022-07-03,23:00,0,5
13176,2022-07-04,0:00,0,0
13177,2022-07-04,1:00,1,1
13178,2022-07-04,2:00,0,1
13179,2022-07-04,3:00,0,1
13180,2022-07-04,4:00,0,1
13181,2022-07-04,5:00,0,1
13182,2022-07-04,6:00,0,1
13183,2022-07-04,7:00,0,1
13184,2022-07-04,8:00,0,1
13185,2022-07-04,9:00,1,2
13186,2022-07-04,10:00,0,2
13187,2022-07-04,11:00,0,2
13188,2022-07-04,12:00,1,3
13189,2022-07-04,13:00,0,3
13190,2022-07-04,14:00,0,3
13191,2022-07-04,15:00,0,3
13192,2022-07-04,16:00,1,4
13193,2022-07-04,17:00,1,5
13194,2022-07-04,18:00,0,5
13195,2022-07-04,19:00,0,5
13196,2022-07-04,20:00,0,5
13197,2022-07-04,21:00,1,6
13198,2022-07-04,22:00,0,6
13199,2022-07-04,23:00,0,6
13200,2022-07-05,0:00,1,1
13201,2022-07-05,1:00,0,1
13202,2022-07-05,2:00,0,1
13203,2022-07-05,3:00,0,1
13204,2022-07-05,4:00,1,2
13205,2022-07-05,5:00,0,2
13206,2022-07-05,6:00,0,2
13207,2022-07-05,7:00,0,2
13208,2022-07-05,8:00,0,2
13209,2022-07-05,9:00,0,2
13210,2022-07-05,10:00,0,2
13211,2022-07-05,11:00,0,2
13212,2022-07-05,12:00,1,3
13213,2022-07-05,13:00,1,4
13214,2022-07-05,14:00,0,4
13215,2022-07-05,15:00,1,5
13216,2022-07-05,16:00,1,6
13217,2022-07-05,17:00,1,7
13218,2022-07-05,18:00,0,7
13219,2022-07-05,19:00,1,8
13220,2022-07-05,20:00,0,8
13221,2022-07-05,21:00,1,9
13222,2022-07-05,22:00,1,10
13223,2022-07-05,23:00,0,10
13224,2022-07-06,0:00,0,0
13225,2022-07-06,1:00,0,0
13226,2022-07-06,2:00,0,0
13227,2022-07-06,3:00,1,1
13228,2022-07-06,4:00,0,1
13229,2022-07-06,5:00,0,1
13230,2022-07-06,6:00,1,2
13231,2022-07-06,7:00,1,3
13232,2022-07-06,8:00,0,3
13233,2022-07-06,9:00,1,4
13234,2022-07-06,10:00,0,4
13235,2022-07-06,11:00,0,4
13236,2022-07-06,12:00,0,4
13237,2022-07-06,13:00,1,5
13238,2022-07-06,14:00,1,6
13239,2022-07-06,15:00,0,6
13240,2022-07-06,16:00,1,7
13241,2022-07-06,17:00,0,7
13242,2022-07-06,18:00,1,8
13243,2022-07-06,19:00,0,8
13244,2022-07-06,20:00,1,9
13245,2022-07-06,21:00,0,9
13246,2022-07-06,22:00,1,10
13247,2022-07-06,23:00,0,10
13248,2022-07-07,0:00,1,1
13249,2022-07-07,1:00,0,1
13250,2022-07-07,2:00,0,1
13251,2022-07-07,3:00,0,1
13252,2022-07-07,4:00,0,1
13253,2022-07-07,5:00,0,1
13254,2022-07-07,6:00,0,1
13255,2022-07-07,7:00,0,1
13256,2022-07-07,8:00,0,1
13257,2022-07-07,9:00,0,1
13258,2022-07-07,10:00,1,2
13259,2022-07-07,11:00,0,2
13260,2022-07-07,12:00,0,2
13261,2022-07-07,13:00,0,2
13262,2022-07-07,14:00,1,3
13263,2022-07-07,15:00,0,3
13264,2022-07-07,16:00,0,3
13265,2022-07-07,17:00,0,3
13266,2022-07-07,18:00,0,3
13267,2022-07-07,19:00,0,3
13268,2022-07-07,20:00,0,3
13269,2022-07-07,21:00,0,3
13270,2022-07-07,22:00,0,3
13271,2022-07-07,23:00,1,4
13272,2022-07-08,0:00,0,0
13273,2022-07-08,1:00,0,0
13274,2022-07-08,2:00,0,0
13275,2022-07-08,3:00,0,0
13276,2022-07-08,4:00,1,1
13277,2022-07-08,5:00,1,2
13278,2022-07-08,6:00,0,2
13279,2022-07-08,7:00,0,2
13280,2022-07-08,8:00,0,2
13281,2022-07-08,9:00,1,3
13282,2022-07-08,10:00,0,3
13283,2022-07-08,11:00,0,3
13284,2022-07-08,12:00,0,3
13285,2022-07-08,13:00,0,3
13286,2022-07-08,14:00,1,4
13287,2022-07-08,15:00,0,4
13288,2022-07-08,16:00,0,4
13289,2022-07-08,17:00,0,4
13290,2022-07-08,18:00,0,4
13291,2022-07-08,19:00,1,5
13292,2022-07-08,20:00,0,5
13293,2022-07-08,21:00,0,5
13294,2022-07-08,22:00,1,6
13295,2022-07-08,23:00,1,7
13296,2022-07-09,0:00,0,0
13297,2022-07-09,1:00,0,0
13298,2022-07-09,2:00,1,1
13299,2022-07-09,3:00,1,2
13300,2022-07-09,4:00,1,3
13301,2022-07-09,5:00,0,3
13302,2022-07-09,6:00,0,3
13303,2022-07-09,7:00,1,4
13304,2022-07-09,8:00,0,4
13305,2022-07-09,9:00,1,5
13306,2022-07-09,10:00,0,5
13307,2022-07-09,11:00,1,6
13308,2022-07-09,12:00,0,6
13309,2022-07-09,13:00,0,6
13310,2022-07-09,14:00,0,6
13311,2022-07-09,15:00,1,7
13312,2022-07-09,16:00,0,7
13313,2022-07-09,17:00,0,7
13314,2022-07-09,18:00,0,7
13315,2022-07-09,19:00,0,7
13316,2022-07-09,20:00,0,7
13317,2022-07-09,21:00,0,7
13318,2022-07-09,22:00,1,8
13319,2022-07-09,23:00,0,8
13320,2022-07-10,0:00,1,1
13321,2022-07-10,1:00,0,1
13322,2022-07-10,2:00,0,1
13323,2022-07-10,3:00,0,1
13324,2022-07-10,4:00,1,2
13325,2022-07-10,5:00,1,3
13326,2022-07-10,6:00,0,3
13327,2022-07-10,7:00,0,3
13328,2022-07-10,8:00,1,4
13329,2022-07-10,9:00,0,4
13330,2022-07-10,10:00,0,4
13331,2022-07-10,11:00,0,4
13332,2022-07-10,12:00,0,4
13333,2022-07-10,13:00,1,5
13334,2022-07-10,14:00,0,5
13335,2022-07-10,15:00,0,5
13336,2022-07-10,16:00,0,5
13337,2022-07-10,17:00,0,5
13338,2022-07-10,18:00,1,6
13339,2022-07-10,19:00,0,6
13340,2022-07-10,20:00,0,6
13341,2022-07-10,21:00,1,7
13342,2022-07-10,22:00,0,7
13343,2022-07-10,23:00,0,7
13344,2022-07-11,0:00,0,0
13345,2022-07-11,1:00,0,0
13346,2022-07-11,2:00,0,0
13347,2022-07-11,3:00,0,0
13348,2022-07-11,4:00,0,0
13349,2022-07-11,5:00,0,0
13350,2022-07-11,6:00,1,1
13351,2022-07-11,7:00,0,1
13352,2022-07-11,8:00,0,1
13353,2022-07-11,9:00,0,1
13354,2022-07-11,10:00,1,2
13355,2022-07-11,11:00,1,3
13356,2022-07-11,12:00,0,3
13357,2022-07-11,13:00,0,3
13358,2022-07-11,14:00,0,3
13359,2022-07-11,15:00,0,3
13360,2022-07-11,16:00,1,4
13361,2022-07-11,17:00,0,4
13362,2022-07-11,18:00,0,4
13363,2022-07-11,19:00,1,5
13364,2022-07-11,20:00,0,5
13365,2022-07-11,21:00,0,5
13366,2022-07-11,22:00,0,5
13367,2022-07-11,23:00,0,5
13368,2022-07-12,0:00,1,1
13369,2022-07-12,1:00,0,1
13370,2022-07-12,2:00,0,1
13371,2022-07-12,3:00,1,2
13372,2022-07-12,4:00,1,3
13373,2022-07-12,5:00,0,3
13374,2022-07-12,6:00,1,4
13375,2022-07-12,7:00,0,4
13376,2022-07-12,8:00,0,4
13377,2022-07-12,9:00,0,4
13378,2022-07-12,10:00,0,4
13379,2022-07-12,11:00,1,5
13380,2022-07-12,12:00,0,5
13381,2022-07-12,13:00,1,6
13382,2022-07-12,14:00,0,6
13383,2022-07-12,15:00,0,6
13384,2022-07-12,16:00,0,6
13385,2022-07-12,17:00,0,6
13386,2022-07-12,18:00,0,6
13387,2022-07-12,19:00,1,7
13388,2022-07-12,20:00,0,7
13389,2022-07-12,21:00,0,7
13390,2022-07-12,22:00,0,7
13391,2022-07-12,23:00,0,7
13392,2022-07-13,0:00,1,1
13393,2022-07-13,1:00,1,2
13394,2022-07-13,2:00,1,3
13395,2022-07-13,3:00,0,3
13396,2022-07-13,4:00,0,3
13397,2022-07-13,5:00,1,4
13398,2022-07-13,6:00,0,4
13399,2022-07-13,7:00,0,4
13400,2022-07-13,8:00,1,5
13401,2022-07-13,9:00,1,6
13402,2022-07-13,10:00,1,7
13403,2022-07-13,11:00,0,7
13404,2022-07-13,12:00,1,8
13405,2022-07-13,13:00,0,8
13406,2022-07-13,14:00,1,9
13407,2022-07-13,15:00,0,9
13408,2022-07-13,16:00,0,9
13409,2022-07-13,17:00,0,9
13410,2022-07-13,18:00,1,10
13411,2022-07-13,19:00,1,11
13412,2022-07-13,20:00,0,11
13413,2022-07-13,21:00,0,11
13414,2022-07-13,22:00,0,11
13415,2022-07-13,23:00,0,11
13416,2022-07-14,0:00,0,0
13417,2022-07-14,1:00,0,0
13418,2022-07-14,2:00,1,1
13419,2022-07-14,3:00,0,1
13420,2022-07-14,4:00,0,1
13421,2022-07-14,5:00,0,1
13422,2022-07-14,6:00,0,1
13423,2022-07-14,7:00,0,1
13424,2022-07-14,8:00,1,2
13425,2022-07-14,9:00,0,2
13426,2022-07-14,10:00,0,2
13427,2022-07-14,11:00,1,3
13428,2022-07-14,12:00,0,3
13429,2022-07-14,13:00,0,3
13430,2022-07-14,14:00,0,3
13431,2022-07-14,15:00,1,4
13432,2022-07-14,16:00,0,4
13433,2022-07-14,17:00,0,4
13434,2022-07-14,18:00,1,5
13435,2022-07-14,19:00,1,6
13436,2022-07-14,20:00,0,6
13437,2022-07-14,21:00,0,6
13438,2022-07-14,22:00,1,7
13439,2022-07-14,23:00,0,7
13440,2022-07-15,0:00,0,0
13441,2022-07-15,1:00,0,0
13442,2022-07-15,2:00,0,0
13443,2022-07-15,3:00,0,0
13444,2022-07-15,4:00,1,1
13445,2022-07-15,5:00,0,1
13446,2022-07-15,6:00,0,1
13447,2022-07-15,7:00,1,2
13448,2022-07-15,8:00,1,3
13449,2022-07-15,9:00,0,3
13450,2022-07-15,10:00,0,3
13451,2022-07-15,11:00,0,3
13452,2022-07-15,12:00,1,4
13453,2022-07-15,13:00,0,4
13454,2022-07-15,14:00,0,4
13455,2022-07-15,15:00,0,4
13456,2022-07-15,16:00,0,4
13457,2022-07-15,17:00,0,4
13458,2022-07-15,18:00,1,5
13459,2022-07-15,19:00,0,5
13460,2022-07-15,20:00,0,5
13461,2022-07-15,21:00,1,6
13462,2022-07-15,22:00,0,6
13463,2022-07-15,23:00,0,6
13464,2022-07-16,0:00,1,1
13465,2022-07-16,1:00,1,2
13466,2022-07-16,2:00,1,3
13467,2022-07-16,3:00,1,4
13468,2022-07-16,4:00,0,4
13469,2022-07-16,5:00,1,5
13470,2022-07-16,6:00,0,5
13471,2022-07-16,7:00,1,6
13472,2022-07-16,8:00,1,7
13473,2022-07-16,9:00,0,7
13474,2022-07-16,10:00,1,8
13475,2022-07-16,11:00,1,9
13476,2022-07-16,12:00,0,9
13477,2022-07-16,13:00,1,10
13478,2022-07-16,14:00,0,10
13479,2022-07-16,15:00,0,10
13480,2022-07-16,16:00,0,10
13481,2022-07-16,17:00,0,10
13482,2022-07-16,18:00,0,10
13483,2022-07-16,19:00,0,10
13484,2022-07-16,20:00,0,10
13485,2022-07-16,21:00,0,10
13486,2022-07-16,22:00,0,10
13487,2022-07-16,23:00,0,10
13488,2022-07-17,0:00,0,0
13489,2022-07-17,1:00,0,0
13490,2022-07-17,2:00,0,0
13491,2022-07-17,3:00,0,0
13492,2022-07-17,4:00,1,1
13493,2022-07-17,5:00,0,1
13494,2022-07-17,6:00,0,1
13495,2022-07-17,7:00,1,2
13496,2022-07-17,8:00,1,3
13497,2022-07-17,9:00,0,3
13498,2022-07-17,10:00,1,4
13499,2022-07-17,11:00,0,4
13500,2022-07-17,12:00,0,4
13501,2022-07-17,13:00,0,4
13502,2022-07-17,14:00,1,5
13503,2022-07-17,15:00,0,5
13504,2022-07-17,16:00,1,6
13505,2022-07-17,17:00,0,6
13506,2022-07-17,18:00,0,6
13507,2022-07-17,19:00,1,7
13508,2022-07-17,20:00,0,7
13509,2022-07-17,21:00,1,8
13510,2022-07-17,22:00,1,9
13511,2022-07-17,23:00,0,9
13512,2022-07-18,0:00,1,1
13513,2022-07-18,1:00,1,2
13514,2022-07-18,2:00,1,3
13515,2022-07-18,3:00,0,3
13516,2022-07-18,4:00,1,4
13517,2022-07-18,5:00,1,5
13518,2022-07-18,6:00,0,5
13519,2022-07-18,7:00,0,5
13520,2022-07-18,8:00,1,6
13521,2022-07-18,9:00,0,6
13522,2022-07-18,10:00,0,6
13523,2022-07-18,11:00,1,7
13524,2022-07-18,12:00,0,7
13525,2022-07-18,13:00,0,7
13526,2022-07-18,14:00,1,8
13527,2022-07-18,15:00,0,8
13528,2022-07-18,16:00,0,8
13529,2022-07-18,17:00,0,8
13530,2022-07-18,18:00,1,9
13531,2022-07-18,19:00,0,9
13532,2022-07-18,20:00,0,9
13533,2022-07-18,21:00,0,9
13534,2022-07-18,22:00,0,9
13535,2022-07-18,23:00,0,9
13536,2022-07-19,0:00,1,1
13537,2022-07-19,1:00,0,1
13538,2022-07-19,2:00,0,1
13539,2022-07-19,3:00,1,2
13540,2022-07-19,4:00,0,2
13541,2022-07-19,5:00,0,2
13542,2022-07-19,6:00,0,2
13543,2022-07-19,7:00,0,2
13544,2022-07-19,8:00,0,2
13545,2022-07-19,9:00,0,2
13546,2022-07-19,10:00,0,2
13547,2022-07-19,11:00,0,2
13548,2022-07-19,12:00,0,2
13549,2022-07-19,13:00,1,3
13550,2022-07-19,14:00,0,3
13551,2022-07-19,15:00,0,3
13552,2022-07-19,16:00,0,3
13553,2022-07-19,17:00,1,4
13554,2022-07-19,18:00,1,5
13555,2022-07-19,19:00,0,5
13556,2022-07-19,20:00,0,5
13557,2022-07-19,21:00,1,6
13558,2022-07-19,22:00,1,7
13559,2022-07-19,23:00,0,7
13560,2022-07-20,0:00,0,0
13561,2022-07-20,1:00,1,1
13562,2022-07-20,2:00,1,2
13563,2022-07-20,3:00,1,3
13564,2022-07-20,4:00,1,4
13565,2022-07-20,5:00,0,4
13566,2022-07-20,6:00,0,4
13567,2022-07-20,7:00,1,5
13568,2022-07-20,8:00,0,5
13569,2022-07-20,9:00,0,5
13570,2022-07-20,10:00,1,6
13571,2022-07-20,11:00,0,6
13572,2022-07-20,12:00,1,7
13573,2022-07-20,13:00,1,8
13574,2022-07-20,14:00,0,8
13575,2022-07-20,15:00,0,8
13576,2022-07-20,16:00,1,9
13577,2022-07-20,17:00,0,9
13578,2022-07-20,18:00,1,10
13579,2022-07-20,19:00,0,10
13580,2022-07-20,20:00,0,10
13581,2022-07-20,21:00,0,10
13582,2022-07-20,22:00,0,10
13583,2022-07-20,23:00,0,10
13584,2022-07-21,0:00,0,0
13585,2022-07-21,1:00,1,1
13586,2022-07-21,2:00,1,2
13587,2022-07-21,3:00,0,2
13588,2022-07-21,4:00,0,2
13589,2022-07-21,5:00,0,2
13590,2022-07-21,6:00,0,2
13591,2022-07-21,7:00,1,3
13592,2022-07-21,8:00,1,4
13593,2022-07-21,9:00,0,4
13594,2022-07-21,10:00,0,4
13595,2022-07-21,11:00,0,4
13596,2022-07-21,12:00,1,5
13597,2022-07-21,13:00,0,5
13598,2022-07-21,14:00,1,6
13599,2022-07-21,15:00,1,7
13600,2022-07-21,16:00,1,8
13601,2022-07-21,17:00,1,9
13602,2022-07-21,18:00,0,9
13603,2022-07-21,19:00,1,10
13604,2022-07-21,20:00,0,10
13605,2022-07-21,21:00,0,10
13606,2022-07-21,22:00,0,10
13607,2022-07-21,23:00,0,10
13608,2022-07-22,0:00,0,0
13609,2022-07-22,1:00,0,0
13610,2022-07-22,2:00,0,0
13611,2022-07-22,3:00,0,0
13612,2022-07-22,4:00,1,1
13613,2022-07-22,5:00,0,1
13614,2022-07-22,6:00,1,2
13615,2022-07-22,7:00,1,3
13616,2022-07-22,8:00,0,3
13617,2022-07-22,9:00,0,3
13618,2022-07-22,10:00,1,4
13619,2022-07-22,11:00,1,5
13620,2022-07-22,12:00,0,5
13621,2022-07-22,13:00,0,5
13622,2022-07-22,14:00,0,5
13623,2022-07-22,15:00,0,5
13624,2022-07-22,16:00,0,5
13625,2022-07-22,17:00,0,5
13626,2022-07-22,18:00,1,6
13627,2022-07-22,19:00,0,6
13628,2022-07-22,20:00,0,6
13629,2022-07-22,21:00,0,6
13630,2022-07-22,22:00,1,7
13631,2022-07-22,23:00,0,7
13632,2022-07-23,0:00,1,1
13633,2022-07-23,1:00,0,1
13634,2022-07-23,2:00,0,1
13635,2022-07-23,3:00,1,2
13636,2022-07-23,4:00,0,2
13637,2022-07-23,5:00,0,2
13638,2022-07-23,6:00,0,2
13639,2022-07-23,7:00,1,3
13640,2022-07-23,8:00,0,3
13641,2022-07-23,9:00,0,3
13642,2022-07-23,10:00,0,3
13643,2022-07-23,11:00,0,3
